id_left,id_right
15401d8649c879c46373dde47d389f37064c7f95,1f1b19396c6bc5bda94affafffa78bb531d20c19
1b918910dbe1bac98c016a71f86acd72e8649278,ea11c78cd536ac92eee8c597c13915e1c0b1aae2
1b918910dbe1bac98c016a71f86acd72e8649278,d2d5ffadf5f1e4d9d7085025b68a99d8f4489d3d
beec086cf1e12c7de593aead5bf0a71d218556f6,c7406507f1b1d0bb8a601c0751564eb1b9b012d1
b840c092385e039ac7590bca2220b33626340d0d,b083e08d046429cff2d3e480a32b4754787776a1
3f5f2e46bd3d396e9fbe820a8bb7d3122bbba090,526f15a9788255a03f1459b5d0acc8f269ab6d3e
3f5f2e46bd3d396e9fbe820a8bb7d3122bbba090,cfc8ca2129d6227b4c029d79876a58cc7dd3016e
314a14a2fe963268e7b674980732a26252ab02cf,58632ac16f8efeb9ce04cc678a0898ec85d8cc97
314a14a2fe963268e7b674980732a26252ab02cf,579dab1f73ecb4209c079b03385d1f62b8b90b9b
58632ac16f8efeb9ce04cc678a0898ec85d8cc97,579dab1f73ecb4209c079b03385d1f62b8b90b9b
58632ac16f8efeb9ce04cc678a0898ec85d8cc97,4d6d1510c61b67cca9daa97203e53d09e70eba5d
58632ac16f8efeb9ce04cc678a0898ec85d8cc97,4a681a3a46bd2cee23b733ff5852f042f0cd0b87
58632ac16f8efeb9ce04cc678a0898ec85d8cc97,af768780041c21271b81b8209931dc01fc828c87
579dab1f73ecb4209c079b03385d1f62b8b90b9b,4d6d1510c61b67cca9daa97203e53d09e70eba5d
579dab1f73ecb4209c079b03385d1f62b8b90b9b,4a681a3a46bd2cee23b733ff5852f042f0cd0b87
579dab1f73ecb4209c079b03385d1f62b8b90b9b,af768780041c21271b81b8209931dc01fc828c87
526f15a9788255a03f1459b5d0acc8f269ab6d3e,cfc8ca2129d6227b4c029d79876a58cc7dd3016e
758562552d492de51ad7f7b136b5e4c95eba8874,3988f46dcedec36b91779013fa6968f5acb096eb
2a872f20140eb2128fd21c4e19fa79f1dc6c2f1f,0d0824e778e53bf2e2ad7051459f5aee8a9a134f
7a6f0463a9ce3b96b11bdbd5820b6410954f917a,939a79010e674e4c71cb55363dd29a2b4e9e8685
173ce0bb87483c508b8b527844bf0c28a3315743,92752566164eec0e4e6962e79ac3efb9005c9fcd
762c8e7e60e686f1afe85be27f036bced2200b4d,6c1ac5d8ae5f4f520d7f2e55a9ff42f3cd55f7aa
8e3b849f30d1c1bf06b2b288226bbf94909b4cd7,1a5e2365bef181f839e59c9336c25e01f857050a
8e3b849f30d1c1bf06b2b288226bbf94909b4cd7,c3b59d3d247734af77d81d95987cfdc36f352239
1a5e2365bef181f839e59c9336c25e01f857050a,c3b59d3d247734af77d81d95987cfdc36f352239
07d3b9b9e14a33c5ed7c838dc48d46e1ec483365,f75e0c5f1fa812a064d508bd1d2dffbe1b629359
80106a9856bec3e756c4c7f7c8713569609b7943,4ebac5b5c912ddc3ec4d5bb145bc6b355b7814f7
80106a9856bec3e756c4c7f7c8713569609b7943,bb392f6153b4628ebbe62b0d8097abc918ddb90d
4ebac5b5c912ddc3ec4d5bb145bc6b355b7814f7,bb392f6153b4628ebbe62b0d8097abc918ddb90d
d7f649dfc118b041a64913a85fdc0e5bf42ae5ac,ce242b9cb81a7e5f000165fd5f28807e72f4573f
8d054ef4001393d635f129d79223986ef98c7f26,08df6a53d3b752d2144f6e1e7b48c8e4e0a5e51f
295a509206985453953f52db33477bffb36c8e58,501891e66be90ad183b915973b173acad8ef9ff7
a5919ccac46eb13ccdea971bcbbbd711dac01980,67dd64bbc336eac342f91a4755dfa22a6da5fb09
2f6c3486bcace684372bd578e0a027cf1bdc7915,d04d72bd9fea24b8e8779c74c46899b23b8656c3
17cfabbb4742bd5fd80f3c33974be65ac8600802,810992dd165f2dfbb12cdd4ae6cabdc22af1ffcb
66ee18084c8d0ca73ac6b217eebb222a254c39f4,777561a8fff93a9cbf6b1c5ec5caae4ae2f8df07
bd637f0a478322e9ff35cb0429ecc9bd5a53ad85,48958075df324f65ddc7fa085c43aedcdda2c3db
ca2161584398d5046b26d5e2c154c749c1d83cf8,00ac7a1a7071768d86ed996e5be7b5860b666c87
8c502687d430b3cd75856c6cd75d1febfdd901d8,ef2fef22caa70a863422736390fee8a73d147e58
100a1a0f928c916e35a92bd57a6b661e3ac1bfb2,e3c4ea19e54eb7b27daeb014bbd9de15fb068a01
100a1a0f928c916e35a92bd57a6b661e3ac1bfb2,27abeafeaab2cf6ed34fd6d1ab1083e9d0a12518
100a1a0f928c916e35a92bd57a6b661e3ac1bfb2,0eb407d020292a367304f82043af40100412006c
100a1a0f928c916e35a92bd57a6b661e3ac1bfb2,a84f11c97a32adad490b79b78afa2b18c057f068
2c708354cd13278226cbd93eb4cb148e7bcc1e92,fad99775b49fcd02b2319348fc713a87dc756144
e3c4ea19e54eb7b27daeb014bbd9de15fb068a01,27abeafeaab2cf6ed34fd6d1ab1083e9d0a12518
e3c4ea19e54eb7b27daeb014bbd9de15fb068a01,03a6b10bd1eb1c5b6a8c2fff29d415c568c07fd4
b1173dea37c391a00c1bf58eb77675efadce8658,53a68177065309d39e0fbf96d8f2cabf8fc57b41
b1173dea37c391a00c1bf58eb77675efadce8658,62f78e3ce3eeab5ab8d1018d67db2ca601ca83d4
27abeafeaab2cf6ed34fd6d1ab1083e9d0a12518,0eb407d020292a367304f82043af40100412006c
27abeafeaab2cf6ed34fd6d1ab1083e9d0a12518,a84f11c97a32adad490b79b78afa2b18c057f068
53a68177065309d39e0fbf96d8f2cabf8fc57b41,62f78e3ce3eeab5ab8d1018d67db2ca601ca83d4
0eb407d020292a367304f82043af40100412006c,a84f11c97a32adad490b79b78afa2b18c057f068
0eb407d020292a367304f82043af40100412006c,791691cfd44a14fab609392a1ddecef4c66beb5d
0eb407d020292a367304f82043af40100412006c,03a6b10bd1eb1c5b6a8c2fff29d415c568c07fd4
a84f11c97a32adad490b79b78afa2b18c057f068,791691cfd44a14fab609392a1ddecef4c66beb5d
a84f11c97a32adad490b79b78afa2b18c057f068,03a6b10bd1eb1c5b6a8c2fff29d415c568c07fd4
791691cfd44a14fab609392a1ddecef4c66beb5d,03a6b10bd1eb1c5b6a8c2fff29d415c568c07fd4
56cec6245a5e4804542b11ba21c87cce51745b87,85ce36f5967eaa669787cc297b934ff73afb29fa
82fc79b966f85983333e95d2e1c64e630406b4ac,cd54612edb6d8d05a664057b4d8d58d118a2b8d4
67f9f19c7b1999ce02f8bb21516dcd6d1c25db48,14ab3225a4146aaa3646ec8f6814c3a5bedb3c76
ade5bafb6affd53fe7b8721efa7fd47bf0820115,98f42dfe4d06d30bb015660430bc0f4ffe9b4f8f
5094c414ae219614ecd807d292545f226cb03f14,1548a97e7639105130e6785ee99fdec48cf20973
4526b8e8b4091d5ef2b0bacfd1c2327f31792e4d,c575c6c61ae25ab96ed46ff5527d2e48f0fedbd2
4526b8e8b4091d5ef2b0bacfd1c2327f31792e4d,6bd8a1cc7e830ca26ae6d0923b9767514dcc07de
c575c6c61ae25ab96ed46ff5527d2e48f0fedbd2,6bd8a1cc7e830ca26ae6d0923b9767514dcc07de
f41b6197c2847c1dbbd4876ded3cfe23fc8cede1,86a482c1232f3d81ac699d907ca063e8e3a319bb
f41b6197c2847c1dbbd4876ded3cfe23fc8cede1,9a8b4706e60a27d2d6994ccb495ff533e872689a
abb555580c5ee042f2568bace6d31a35ad8b3c7e,36f77486bd81b76d08402a6d200b8b0fe48ce6fe
abb555580c5ee042f2568bace6d31a35ad8b3c7e,6a2cf36813b84ff7d951692a258ced5d1f8d83d3
abb555580c5ee042f2568bace6d31a35ad8b3c7e,089a641d3cac78b35ba47d96049089fbd2e5129c
abb555580c5ee042f2568bace6d31a35ad8b3c7e,b4b5cdfa363a9f79bcddb5cee753724b2dd1a579
e2a0db3415941f62ccbede11665475f2bc86841c,c82a994700541bc39749d74b958aefaebd532ba8
fc4310acee726c1ac6a4caf3938ee219004149d2,34aa6ba60282d94d62184688b996700430e84212
fc4310acee726c1ac6a4caf3938ee219004149d2,602e50f524442e3f8d9d74c58b74de40aefd91a4
34aa6ba60282d94d62184688b996700430e84212,09c69e9bd92c2a5e39f06a14d87c36d01040e224
34aa6ba60282d94d62184688b996700430e84212,0ad9c4f0b1b58f8c9d8d2bac5909a0c47a132839
34aa6ba60282d94d62184688b996700430e84212,602e50f524442e3f8d9d74c58b74de40aefd91a4
36f77486bd81b76d08402a6d200b8b0fe48ce6fe,6a2cf36813b84ff7d951692a258ced5d1f8d83d3
36f77486bd81b76d08402a6d200b8b0fe48ce6fe,089a641d3cac78b35ba47d96049089fbd2e5129c
36f77486bd81b76d08402a6d200b8b0fe48ce6fe,b4b5cdfa363a9f79bcddb5cee753724b2dd1a579
09c69e9bd92c2a5e39f06a14d87c36d01040e224,8b710952922b2b49e8f70a41a77034cbf7fade5d
09c69e9bd92c2a5e39f06a14d87c36d01040e224,0ad9c4f0b1b58f8c9d8d2bac5909a0c47a132839
6a2cf36813b84ff7d951692a258ced5d1f8d83d3,089a641d3cac78b35ba47d96049089fbd2e5129c
6a2cf36813b84ff7d951692a258ced5d1f8d83d3,b4b5cdfa363a9f79bcddb5cee753724b2dd1a579
089a641d3cac78b35ba47d96049089fbd2e5129c,b4b5cdfa363a9f79bcddb5cee753724b2dd1a579
8b710952922b2b49e8f70a41a77034cbf7fade5d,0ad9c4f0b1b58f8c9d8d2bac5909a0c47a132839
8b710952922b2b49e8f70a41a77034cbf7fade5d,602e50f524442e3f8d9d74c58b74de40aefd91a4
233ba8c0ae66417612588ff5e267a41c6659f008,03460c55b242264974c14f7afb7cb9a55ff2b58e
63547638165e31ec83fd26a24273b599fc4bae1a,a5437f04368bdb7f96e8562af3bd1c319c191ec1
b38aba4d9cb86fab3cbbdf529ea9742366ce488e,7438fe21f79c5884c70ff73e4031316d584add02
b38aba4d9cb86fab3cbbdf529ea9742366ce488e,447eecbc199960b1bde413215ad9c36e77e2594b
b38aba4d9cb86fab3cbbdf529ea9742366ce488e,ceaf5e8c3f04dcb865931bb8c790e0324297da8c
b38aba4d9cb86fab3cbbdf529ea9742366ce488e,1b94d001c29f834e855edb426caaa067d88953d2
7438fe21f79c5884c70ff73e4031316d584add02,447eecbc199960b1bde413215ad9c36e77e2594b
7438fe21f79c5884c70ff73e4031316d584add02,ceaf5e8c3f04dcb865931bb8c790e0324297da8c
7438fe21f79c5884c70ff73e4031316d584add02,1b94d001c29f834e855edb426caaa067d88953d2
833c0be9665e550deea40e6147ef8287d6ebaef3,447eecbc199960b1bde413215ad9c36e77e2594b
833c0be9665e550deea40e6147ef8287d6ebaef3,ceaf5e8c3f04dcb865931bb8c790e0324297da8c
833c0be9665e550deea40e6147ef8287d6ebaef3,1b94d001c29f834e855edb426caaa067d88953d2
447eecbc199960b1bde413215ad9c36e77e2594b,ceaf5e8c3f04dcb865931bb8c790e0324297da8c
e016468de23cc071f502e5fddea3f1fef23c0b4a,6a21f4def78d3a2a501f1d321e30d50b06f0ffdf
1ee057843536a7d707f4680aa2d14127aa80c5a0,55bb08ceb00b7c91a20aa785070d57ad89114859
1ee057843536a7d707f4680aa2d14127aa80c5a0,9ca0ed2622f372cbfbbcc259fcab5479a864627b
55bb08ceb00b7c91a20aa785070d57ad89114859,9ca0ed2622f372cbfbbcc259fcab5479a864627b
57f5d8d48906d4d0eba1e13a69271adf37ccf939,2bea281a5a3916d4091bc2d4c2d07fd5322a8123
9f868c9c46e4ec2f8f4505f05f6f12b5ee40930c,bf8b382cf260f76948176a2947592049ff6b4e2f
5170bf6295d9d0691464c4fdceb90040d6496d10,8eda1f72a1594755488da0d48cfd43da0a819b3e
5546c97ba3749c8a9792c9ece04885d6ba245826,6d72d22a785f1288765344e1d501590d0176dad8
9efa2b5dcc53ff5edc5e11e90e2ba2dee66bf16a,7c85c3e18020b1112f49e33f22c5751e9629cd34
b1dc5c51fbabf83260be034e8ab6feaa09ca3b79,96f686caee93a1738faf24358b9107bbeb9e1ecf
